"LookupName","ResolvedName","SMILES","CID","MolecularFormula","MonoisotopicMass"
"5-AMINOPENTANOATE","5-Aminovaleric acid","C(CCN)CC(=O)O",138,"C5H11NO2",117.0789786
"Acetoin",NA,"CC(C(=O)C)O",179,"C4H8O2",88.05242949
"N-Acetyl-DL-glutamic acid","N-Acetyl-DL-glutamic acid","CC(=O)NC(CCC(=O)O)C(=O)O",185,"C7H11NO5",189.0637225
"N-ACETYL-DL-GLUTAMIC ACID","N-Acetyl-DL-glutamic acid","CC(=O)NC(CCC(=O)O)C(=O)O",185,"C7H11NO5",189.0637225
"Acetylcholine","Acetylcholine","CC(=O)OCC[N+](C)(C)C",187,"C7H16NO2+",146.1181038
"O-Acetylcholine M","Acetylcholine","CC(=O)OCC[N+](C)(C)C",187,"C7H16NO2+",146.1181038
"Adenine","Adenine","Nc1nc[nH]c2ncnc1-2",190,"C5H5N5",135.0544952
"Adipic Acid","Adipic Acid","C(CCC(=O)O)CC(=O)O",196,"C6H10O4",146.0579088
"adipic acid","Adipic Acid","C(CCC(=O)O)CC(=O)O",196,"C6H10O4",146.0579088
"Adipic acid","Adipic Acid","C(CCC(=O)O)CC(=O)O",196,"C6H10O4",146.0579088
"2-Amino-6-oxohexanoic acid","2-Amino-6-oxohexanoic acid","C(CC=O)CC(C(=O)O)N",207,"C6H11NO3",145.0738932
"Allysine (not validated)","2-Amino-6-oxohexanoic acid","C(CC=O)CC(C(=O)O)N",207,"C6H11NO3",145.0738932
"Anthranilic acid","Anthranilic acid","C1=CC=C(C(=C1)C(=O)O)N",227,"C7H7NO2",137.0476785
"anthranilic acid","Anthranilic acid","C1=CC=C(C(=C1)C(=O)O)N",227,"C7H7NO2",137.0476785
"5,8,11,14-Eicosatetraenoic acid, (5Z,8Z,11Z,14Z)-","5,8,11,14-Eicosatetraenoic acid, (5Z,8Z,11Z,14Z)-","CCCCCC=CCC=CCC=CCC=CCCCC(=O)O",231,"C20H32O2",304.2402303
"EicosatetraenoicAcid Arachidonic","5,8,11,14-Eicosatetraenoic acid, (5Z,8Z,11Z,14Z)-","CCCCCC=CCC=CCC=CCC=CCCCC(=O)O",231,"C20H32O2",304.2402303
"DL-Arginine",NA,"C(CC(C(=O)O)N)CN=C(N)N",232,"C6H14N4O2",174.1116757
"Beta-Alanine","Beta-Alanine","C(CN)C(=O)O",239,"C3H7NO2",89.04767847
"beta-alanine","Beta-Alanine","C(CN)C(=O)O",239,"C3H7NO2",89.04767847
"Benzaldehyde",NA,"C1=CC=C(C=C1)C=O",240,"C7H6O",106.0418648
"Benzoic Acid","Benzoic Acid","C1=CC=C(C=C1)C(=O)O",243,"C7H6O2",122.0367794
"Benzoic acid","Benzoic Acid","C1=CC=C(C=C1)C(=O)O",243,"C7H6O2",122.0367794
"Benzyl Alcohol","Benzyl Alcohol","C1=CC=C(C=C1)CO",244,"C7H8O",108.0575149
"BENZYL ALCOHOL","Benzyl Alcohol","C1=CC=C(C=C1)CO",244,"C7H8O",108.0575149
"Betaine",NA,"C[N+](C)(C)CC(=O)[O-]",247,"C5H11NO2",117.0789786
"N,N,N-trimethylglycinium","N,N,N-trimethylglycinium","C[N+](C)(C)CC(=O)O",248,"C5H12NO2+",118.0868036
"TRIMETHYL GLYCINE","N,N,N-trimethylglycinium","C[N+](C)(C)CC(=O)O",248,"C5H12NO2+",118.0868036
"Butyraldehyde","Butyraldehyde","CCCC=O",261,"C4H8O",72.05751487
"Butanal","Butyraldehyde","CCCC=O",261,"C4H8O",72.05751487
"Cadaverine",NA,"C(CCN)CCN",273,"C5H14N2",102.1156985
"Carnitine",NA,"C[N+](C)(C)CC(CC(=O)[O-])O",288,"C7H15NO3",161.1051933
"Catechol","Catechol","C1=CC=C(C(=C1)O)O",289,"C6H6O2",110.0367794
"Pyrocatechol","Catechol","C1=CC=C(C(=C1)O)O",289,"C6H6O2",110.0367794
"Choline",NA,"C[N+](C)(C)CCO",305,"C5H14NO+",104.1075391
"Coumaric acid (isomer of 189, 194)","3-(4-Hydroxyphenyl)acrylic acid","C1=CC(=CC=C1C=CC(=O)O)O",322,"C9H8O3",164.0473441
"Coumarin",NA,"C1=CC=C2C(=C1)C=CC(=O)O2",323,"C9H6O2",146.0367794
"4-Isopropylbenzyl alcohol","4-Isopropylbenzyl alcohol","CC(C)C1=CC=C(C=C1)CO",325,"C10H14O",150.1044651
"cuminyl alcohol","4-Isopropylbenzyl alcohol","CC(C)C1=CC=C(C=C1)CO",325,"C10H14O",150.1044651
"4-Hydroxyphenylglycolic acid","4-Hydroxyphenylglycolic acid","C1=CC(=CC=C1C(C(=O)O)O)O",328,"C8H8O4",168.0422587
"4-HYDROXYMANDELIC ACID","4-Hydroxyphenylglycolic acid","C1=CC(=CC=C1C(C(=O)O)O)O",328,"C8H8O4",168.0422587
"Salicylic Acid","Salicylic Acid","C1=CC=C(C(=C1)C(=O)O)O",338,"C7H6O3",138.031694
"SALICYLIC ACID","Salicylic Acid","C1=CC=C(C(=C1)C(=O)O)O",338,"C7H6O3",138.031694
"Phloroglucinol",NA,"C1=C(C=C(C=C1O)O)O",359,"C6H6O3",126.031694
"Gallic Acid",NA,"C1=C(C=C(C(=C1O)O)O)C(=O)O",370,"C7H6O5",170.0215233
"Pimelic Acid","Pimelic Acid","C(CCC(=O)O)CCC(=O)O",385,"C7H12O4",160.0735589
"pimelic acid","Pimelic Acid","C(CCC(=O)O)CCC(=O)O",385,"C7H12O4",160.0735589
"PIMELIC ACID","Pimelic Acid","C(CCC(=O)O)CCC(=O)O",385,"C7H12O4",160.0735589
"Indole-3-acetamide","Indole-3-acetamide","C1=CC=C2C(=C1)C(=CN2)CC(=O)N",397,"C10H10N2O",174.0793129
"Indoleacetamide","Indole-3-acetamide","C1=CC=C2C(=C1)C(=CN2)CC(=O)N",397,"C10H10N2O",174.0793129
"p-Aminophenol","p-Aminophenol","C1=CC(=CC=C1N)O",403,"C6H7NO",109.0527638
"4-Aminophenol","p-Aminophenol","C1=CC(=CC=C1N)O",403,"C6H7NO",109.0527638
"3-(Pyrrolidin-2-yl)pyridine","3-(Pyrrolidin-2-yl)pyridine","C1CC(NC1)C2=CN=CC=C2",412,"C9H12N2",148.1000484
"Nornicotine","3-(Pyrrolidin-2-yl)pyridine","C1CC(NC1)C2=CN=CC=C2",412,"C9H12N2",148.1000484
"1-Methylnicotinamide","1-Methylnicotinamide","C[N+]1=CC=CC(=C1)C(=O)N",457,"C7H9N2O+",137.0714879
"1-METHYLNICOTINAMIDE","1-Methylnicotinamide","C[N+]1=CC=CC(=C1)C(=O)N",457,"C7H9N2O+",137.0714879
"Guaiacol",NA,"COC1=CC=CC=C1O",460,"C7H8O2",124.0524295
"Palmitoylcarnitine",NA,"CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C",461,"C23H45NO4",399.3348589
"Hippuric Acid","Hippuric Acid","C1=CC=C(C=C1)C(=O)NCC(=O)O",464,"C9H9NO3",179.0582431
"Hippurate","Hippuric Acid","C1=CC=C(C=C1)C(=O)NCC(=O)O",464,"C9H9NO3",179.0582431
"Pyroglutamic acid (not validated, isomer of 89)","Pyrrolidone carboxylic acid","C1CC(=O)NC1C(=O)O",499,"C5H7NO3",129.0425931
"D-(+)-Pyroglutamic Acid","Pyrrolidone carboxylic acid","C1CC(=O)NC1C(=O)O",499,"C5H7NO3",129.0425931
"4-Guanidinobutyric acid","4-Guanidinobutyric acid","C(CC(=O)O)CN=C(N)N",500,"C5H11N3O2",145.0851266
"4-GUANIDINOBUTANOATE","4-Guanidinobutyric acid","C(CC(=O)O)CN=C(N)N",500,"C5H11N3O2",145.0851266
"1-Aminocyclopropane-1-carboxylic acid","1-Aminocyclopropane-1-carboxylic acid","C1CC1(C(=O)O)N",535,"C4H7NO2",101.0476785
"1- amino cyclopropane carboxylic acid","1-Aminocyclopropane-1-carboxylic acid","C1CC1(C(=O)O)N",535,"C4H7NO2",101.0476785
"3,4-Dihydroxyphenylacetic Acid","3,4-Dihydroxyphenylacetic Acid","C1=CC(=C(C=C1CC(=O)O)O)O",547,"C8H8O4",168.0422587
"3,4-dihydroxyphenylacetic acid","3,4-Dihydroxyphenylacetic Acid","C1=CC(=C(C=C1CC(=O)O)O)O",547,"C8H8O4",168.0422587
"1,1-Dimethylpyrrolidinium-2-carboxylate","1,1-Dimethylpyrrolidinium-2-carboxylate","C[N+]1(CCCC1C(=O)[O-])C",554,"C7H13NO2",143.0946287
"Stachydrine (L-proline betaine)","1,1-Dimethylpyrrolidinium-2-carboxylate","C[N+]1(CCCC1C(=O)[O-])C",554,"C7H13NO2",143.0946287
"1-Methylpyrrolidine-2-carboxylic acid","1-Methylpyrrolidine-2-carboxylic acid","CN1CCCC1C(=O)O",557,"C6H11NO2",129.0789786
"N-Methylproline","1-Methylpyrrolidine-2-carboxylic acid","CN1CCCC1C(=O)O",557,"C6H11NO2",129.0789786
"Aminocaproic Acid","Aminocaproic Acid","C(CCC(=O)O)CCN",564,"C6H13NO2",131.0946287
"6-Aminocaproic acid","Aminocaproic Acid","C(CCC(=O)O)CCN",564,"C6H13NO2",131.0946287
"Creatine",NA,"CN(CC(=O)O)C(=N)N",586,"C4H9N3O2",131.0694765
"creatinine","creatinine","CN1CC(=O)N=C1N",588,"C4H7N3O",113.0589119
"Creatinine","creatinine","CN1CC(=O)N=C1N",588,"C4H7N3O",113.0589119
"Cytosine",NA,"C1=C(NC(=O)N=C1)N",597,"C4H5N3O",111.0432618
"DL-Alanyl-DL-alanine","DL-Alanyl-DL-alanine","CC(C(=O)NC(C)C(=O)O)N",601,"C6H12N2O3",160.0847923
"(2R)-2-(((2R)-2-aminopropanoyl)amino)propanoic acid","DL-Alanyl-DL-alanine","CC(C(=O)NC(C)C(=O)O)N",601,"C6H12N2O3",160.0847923
"Dihydrouracil",NA,"C1CNC(=O)NC1=O",649,"C4H6N2O2",114.0429274
"Diacetyl",NA,"CC(=O)C(=O)C",650,"C4H6O2",86.03677943
"3,4-Dihydrocoumarin",NA,"O=C(C1)Oc(c2)c(ccc2)C1",660,"C9H8O2",148.0524295
"N,N-Dimethylglycine",NA,"CN(C)CC(=O)O",673,"C4H9NO2",103.0633285
"5,6-Dimethylbenzimidazole","5,6-Dimethylbenzimidazole","CC1=CC2=C(C=C1C)N=CN2",675,"C9H10N2",146.0843983
"Dimethylbenzimidazole","5,6-Dimethylbenzimidazole","CC1=CC2=C(C=C1C)N=CN2",675,"C9H10N2",146.0843983
"Dimethyl Sulfoxide","Dimethyl Sulfoxide","CS(=O)C",679,"C2H6OS",78.01393598
"Dimethyl sulfoxide","Dimethyl Sulfoxide","CS(=O)C",679,"C2H6OS",78.01393598
"Dopamine","Dopamine","C1=CC(=C(C=C1CCN)O)O",681,"C8H11NO2",153.0789786
"UnknownCompound","Ethanol","CCO",702,"C2H6O",46.04186481
"Ethanol","Ethanol","CCO",702,"C2H6O",46.04186481
"4-(Trimethylammonio)butanoate","4-(Trimethylammonio)butanoate","C[N+](C)(C)CCCC(=O)[O-]",725,"C7H15NO2",145.1102787
"Deoxycarnitine","4-(Trimethylammonio)butanoate","C[N+](C)(C)CCCC(=O)[O-]",725,"C7H15NO2",145.1102787
"Glutaric acid","Glutaric acid","C(CC(=O)O)CC(=O)O",743,"C5H8O4",132.0422587
"GLUTARIC ACID","Glutaric acid","C(CC(=O)O)CC(=O)O",743,"C5H8O4",132.0422587
"Glutarate","Glutaric acid","C(CC(=O)O)CC(=O)O",743,"C5H8O4",132.0422587
"Glycine",NA,"C(C(=O)O)N",750,"C2H5NO2",75.0320284
"Glyceraldehyde",NA,"C(C(C=O)O)O",751,"C3H6O3",90.03169405
"Glyceric acid","Glyceric acid","C(C(C(=O)O)O)O",752,"C3H6O4",106.0266087
"DL-Glyceric acid","Glyceric acid","C(C(C(=O)O)O)O",752,"C3H6O4",106.0266087
"Glycerin","Glycerin","C(C(CO)O)O",753,"C3H8O3",92.04734411
"Glycerol","Glycerin","C(C(CO)O)O",753,"C3H8O3",92.04734411
"Glycocyamine",NA,"C(C(=O)O)N=C(N)N",763,"C3H7N3O2",117.0538265
"Histamine","Histamine","C1=C(NC=N1)CCN",774,"C5H9N3",111.0796473
"Histidinol",NA,"C1=C(NC=N1)CC(CO)N",776,"C6H11N3O",141.090212
"4-Amino-5-Hydroxymethyl-2-Methylpyrimidine",NA,"CC1=NC=C(C(=N1)N)CO",777,"C6H9N3O",139.0745619
"Homogentisic Acid","Homogentisic Acid","C1=CC(=C(C=C1O)CC(=O)O)O",780,"C8H8O4",168.0422587
"Homogentisic acid","Homogentisic Acid","C1=CC(=C(C=C1O)CC(=O)O)O",780,"C8H8O4",168.0422587
"Hydroquinone",NA,"C1=CC(=CC=C1O)O",785,"C6H6O2",110.0367794
"Indole",NA,"C1=CC=C2C(=C1)C=CN2",798,"C8H7N",117.0578492
"Indole-3-acetaldehyde","Indole-3-acetaldehyde","C1=CC=C2C(=C1)C(=CN2)CC=O",800,"C10H9NO",159.0684139
"INDOLE-3-ACETALDEHYDE","Indole-3-acetaldehyde","C1=CC=C2C(=C1)C(=CN2)CC=O",800,"C10H9NO",159.0684139
"indole-3-acetaldehyde","Indole-3-acetaldehyde","C1=CC=C2C(=C1)C(=CN2)CC=O",800,"C10H9NO",159.0684139
"Indoleacetic acid","Indoleacetic acid","C1=CC=C2C(=C1)C(=CN2)CC(=O)O",802,"C10H9NO2",175.0633285
"Heteroauxin","Indoleacetic acid","C1=CC=C2C(=C1)C(=CN2)CC(=O)O",802,"C10H9NO2",175.0633285
"sn-Glycero-3-phosphorylchloin","sn-Glycero-3-phosphorylchloin","C[N+](C)(C)CCOP(=O)(O)OCC(CO)O",823,"C8H21NO6P+",258.1106494
"2-(2,3-bis(16O)(oxidanyl)propoxy-(16O)oxidanyl(31P)(31P)(16O)(31P)(16O)(16O)(31P)(16O)(16O)(16O)phosphoryl)oxyethyl-tri((112C)methyl)(14N)azanium","sn-Glycero-3-phosphorylchloin","C[N+](C)(C)CCOP(=O)(O)OCC(CO)O",823,"C8H21NO6P+",258.1106494
"4-Hydroxyproline",NA,"C1[C@H](CN[C@@H]1C(=O)O)O",825,"C5H9NO3",131.0582431
"Kynurenine",NA,"C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N",846,"C10H12N2O3",208.0847923
"Methionine sulfoxide, DL-","Methionine sulfoxide, DL-","CS(=O)CCC(C(=O)O)N",847,"C5H11NO3S",165.0459644
"DL-Methionine sulfoxide","Methionine sulfoxide, DL-","CS(=O)CCC(C(=O)O)N",847,"C5H11NO3S",165.0459644
"Pipecolic Acid","Pipecolic Acid","C1CCNC(C1)C(=O)O",849,"C6H11NO2",129.0789786
"piperidine-2-carboxylic acid (Chimeric precursor selection)","Pipecolic Acid","C1CCNC(C1)C(=O)O",849,"C6H11NO2",129.0789786
"Pipecolate","Pipecolic Acid","C1CCNC(C1)C(=O)O",849,"C6H11NO2",129.0789786
"Pipecolic acid","Pipecolic Acid","C1CCNC(C1)C(=O)O",849,"C6H11NO2",129.0789786
"3-Methyl-DL-aspartic acid",NA,"CC(C(C(=O)O)N)C(=O)O",852,"C5H9NO4",147.0531578
"DL-leucine","DL-leucine","CC(C)CC(C(=O)O)N",857,"C6H13NO2",131.0946287
"DL-Leucine","DL-leucine","CC(C)CC(C(=O)O)N",857,"C6H13NO2",131.0946287
"Linseed Acid","Linseed Acid","CCC=CCC=CCC=CCCCCCCCC(=O)O",860,"C18H30O2",278.2245802
"Linolenic acidFA C18 3","Linseed Acid","CCC=CCC=CCC=CCCCCCCCC(=O)O",860,"C18H30O2",278.2245802
"2-Hydroxybenzenepropanoic acid","2-Hydroxybenzenepropanoic acid","C1=CC=C(C(=C1)CCC(=O)O)O",873,"C9H10O3",166.0629942
"3-(2-Hydroxyphenyl)propionic acid","2-Hydroxybenzenepropanoic acid","C1=CC=C(C(=C1)CCC(=O)O)O",873,"C9H10O3",166.0629942
"Melatonin",NA,"CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC",896,"C13H16N2O2",232.1211778
"N-Acetylserotonin",NA,"CC(=O)NCCC1=CNC2=C1C=C(C=C2)O",903,"C12H14N2O2",218.1055277
"Acetanilide",NA,"CC(=O)NC1=CC=CC=C1",904,"C8H9NO",135.0684139
"Nicotinamide","Niacinamide","C1=CC(=CN=C1)C(=O)N",936,"C6H6N2O",122.0480128
"Niacinamide","Niacinamide","C1=CC(=CN=C1)C(=O)N",936,"C6H6N2O",122.0480128
"Nicotinate",NA,"C1=CC(=CN=C1)C(=O)[O-]",937,"C6H4NO2-",122.0242034
"Nicotinic acid","Nicotinic acid","C1=CC(=CN=C1)C(=O)O",938,"C6H5NO2",123.0320284
"Niacin","Nicotinic acid","C1=CC(=CN=C1)C(=O)O",938,"C6H5NO2",123.0320284
"nicotinic acid","Nicotinic acid","C1=CC(=CN=C1)C(=O)O",938,"C6H5NO2",123.0320284
"NICOTINIC ACID","Nicotinic acid","C1=CC(=CN=C1)C(=O)O",938,"C6H5NO2",123.0320284
"1-(|A-D-ribofuranosyl)-nicotinamide","1-(|A-D-ribofuranosyl)-nicotinamide","C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N",940,"C11H15N2O5+",255.0980966
"2,4,5,6-tetradeuterio-1-((2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl)pyridin-1-ium-3-carboxamide","1-(|A-D-ribofuranosyl)-nicotinamide","C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N",940,"C11H15N2O5+",255.0980966
"1,2-Benzenediol, 4-(2-amino-1-hydroxyethyl)-","1,2-Benzenediol, 4-(2-amino-1-hydroxyethyl)-","C1=CC(=C(C=C1C(CN)O)O)O",951,"C8H11NO3",169.0738932
"DL-Norepinephrine","1,2-Benzenediol, 4-(2-amino-1-hydroxyethyl)-","C1=CC(=C(C=C1C(CN)O)O)O",951,"C8H11NO3",169.0738932
"Hydroxypyruvic acid",NA,"C(C(=O)C(=O)O)O",964,"C3H4O4",104.0109586
"4-Aminobenzoic Acid","4-Aminobenzoic Acid","C1=CC(=CC=C1C(=O)O)N",978,"C7H7NO2",137.0476785
"4-Aminobenzoic acid","4-Aminobenzoic Acid","C1=CC(=CC=C1C(=O)O)N",978,"C7H7NO2",137.0476785
"4-Hydroxyphenylpyruvic Acid","4-Hydroxyphenylpyruvic Acid","C1=CC(=CC=C1CC(=O)C(=O)O)O",979,"C9H8O4",180.0422587
"4-Hydroxyphenylpyruvic acid","4-Hydroxyphenylpyruvic Acid","C1=CC(=CC=C1CC(=O)C(=O)O)O",979,"C9H8O4",180.0422587
"4-Nitrophenol",NA,"C1=CC(=CC=C1[N+](=O)[O-])O",980,"C6H5NO3",139.026943
"Palmitic Acid","Palmitic Acid","CCCCCCCCCCCCCCCC(=O)O",985,"C16H32O2",256.2402303
"Palmitic acid","Palmitic Acid","CCCCCCCCCCCCCCCC(=O)O",985,"C16H32O2",256.2402303
"Dl-Phenylalanine","Dl-Phenylalanine","C1=CC=C(C=C1)CC(C(=O)O)N",994,"C9H11NO2",165.0789786
"DL-PHENYLALANINE","Dl-Phenylalanine","C1=CC=C(C=C1)CC(C(=O)O)N",994,"C9H11NO2",165.0789786
"Phenol",NA,"C1=CC=C(C=C1)O",996,"C6H6O",94.04186481
"Phenylacetaldehyde",NA,"C1=CC=C(C=C1)CC=O",998,"C8H8O",120.0575149
"Phenylacetic Acid","Phenylacetic Acid","C1=CC=C(C=C1)CC(=O)O",999,"C8H8O2",136.0524295
"PHENYLACETIC ACID","Phenylacetic Acid","C1=CC=C(C=C1)CC(=O)O",999,"C8H8O2",136.0524295
"Phenylethanolamine","Phenylethanolamine","C1=CC=C(C=C1)C(CN)O",1000,"C8H11NO",137.084064
"2-Amino-1-phenylethanol","Phenylethanolamine","C1=CC=C(C=C1)C(CN)O",1000,"C8H11NO",137.084064
"Phenylethylamine","Phenethylamine","C1=CC=C(C=C1)CCN",1001,"C8H11N",121.0891494
"Phenethylamine","Phenethylamine","C1=CC=C(C=C1)CCN",1001,"C8H11N",121.0891494
"Ortophosphate","Phosphoric Acid","OP(=O)(O)O",1004,"H3O4P",97.97689557
"N,N,N-trimethyl-2-(phosphonooxy)ethanaminium","N,N,N-trimethyl-2-(phosphonooxy)ethanaminium","C[N+](C)(C)CCOP(=O)(O)O",1014,"C5H15NO4P+",184.07387
"Phosphocholine","N,N,N-trimethyl-2-(phosphonooxy)ethanaminium","C[N+](C)(C)CCOP(=O)(O)O",1014,"C5H15NO4P+",184.07387
"Phosphorylethanolamine","Phosphorylethanolamine","C(COP(=O)(O)O)N",1015,"C2H8NO4P",141.0190947
"O-Phosphocolamine","Phosphorylethanolamine","C(COP(=O)(O)O)N",1015,"C2H8NO4P",141.0190947
"Phthalic acid","Phthalic acid","C1=CC=C(C(=C1)C(=O)O)C(=O)O",1017,"C8H6O4",166.0266087
"Phthalic Acid","Phthalic acid","C1=CC=C(C(=C1)C(=O)O)C(=O)O",1017,"C8H6O4",166.0266087
"Pyrroloquinoline Quinone","Pyrroloquinoline Quinone","C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O",1024,"C14H6N2O8",330.0124152
"Pqq","Pyrroloquinoline Quinone","C1=C(C2=C(C(=O)C(=O)C3=C2NC(=C3)C(=O)O)N=C1C(=O)O)C(=O)O",1024,"C14H6N2O8",330.0124152
"Pyridine",NA,"C1=CC=NC=C1",1049,"C5H5N",79.04219916
"Pyridoxal","Pyridoxal","CC1=NC=C(C(=C1O)C=O)CO",1050,"C8H9NO3",167.0582431
"Pyridoxal AIF; CE10; CorrDec","Pyridoxal","CC1=NC=C(C(=C1O)C=O)CO",1050,"C8H9NO3",167.0582431
"Pyridoxamine",NA,"CC1=NC=C(C(=C1O)CN)CO",1052,"C8H12N2O2",168.0898776
"Pyridoxine",NA,"CC1=NC=C(C(=C1O)CO)CO",1054,"C8H11NO3",169.0738932
"Pyrogallol",NA,"C1=CC(=C(C(=C1)O)O)O",1057,"C6H6O3",126.031694
"Pyruvic Acid",NA,"CC(=O)C(=O)O",1060,"C3H4O3",88.01604399
"Sarcosine",NA,"CNCC(=O)O",1088,"C3H7NO2",89.04767847
"Spermidine",NA,"C(CCNCCCN)CN",1102,"C7H19N3",145.1578976
"Succinic Acid","Succinic Acid","C(CC(=O)O)C(=O)O",1110,"C4H6O4",118.0266087
"Succinic acid","Succinic Acid","C(CC(=O)O)C(=O)O",1110,"C4H6O4",118.0266087
"Taurine","Taurine","C(CS(=O)(=O)O)N",1123,"C2H7NO3S",125.0146643
"Taurine; AIF; CE30; MS2Dec","Taurine","C(CS(=O)(=O)O)N",1123,"C2H7NO3S",125.0146643
"Thiamine","Thiamine","CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO",1130,"C12H17N4OS+",265.1123074
"Thymine","Thymine","CC1=CNC(=O)NC1=O",1135,"C5H6N2O2",126.0429274
"5-Hydroxyethyl-4-methylthiazole","5-Hydroxyethyl-4-methylthiazole","CC1=C(SC=N1)CCO",1136,"C6H9NOS",143.0404851
"4-Methyl-5-thiazoleethanol","5-Hydroxyethyl-4-methylthiazole","CC1=C(SC=N1)CCO",1136,"C6H9NOS",143.0404851
"Thiamine thiozole","5-Hydroxyethyl-4-methylthiazole","CC1=C(SC=N1)CCO",1136,"C6H9NOS",143.0404851
"Trimethylamine oxide","Trimethylamine oxide","C[N+](C)(C)[O-]",1145,"C3H9NO",75.06841391
"Trimethylamine N-oxide","Trimethylamine oxide","C[N+](C)(C)[O-]",1145,"C3H9NO",75.06841391
"Uracil",NA,"C1=CNC(=O)NC1=O",1174,"C4H4N2O2",112.0272774
"Uric Acid","Uric Acid","C12=C(NC(=O)N1)NC(=O)NC2=O",1175,"C5H4N4O3",168.02834
"Uric acid","Uric Acid","C12=C(NC(=O)N1)NC(=O)NC2=O",1175,"C5H4N4O3",168.02834
"Vanillin",NA,"COC1=C(C=CC(=C1)C=O)O",1183,"C8H8O3",152.0473441
"Xanthine","Xanthine","C1=NC2=C(N1)C(=O)NC(=O)N2",1188,"C5H4N4O2",152.0334254
"Xanthin","Xanthine","C1=NC2=C(N1)C(=O)NC(=O)N2",1188,"C5H4N4O2",152.0334254
"3-Methoxy-4-hydroxymandelate","3-Methoxy-4-hydroxymandelate","COC1=C(C=CC(=C1)C(C(=O)O)O)O",1245,"C9H10O5",198.0528234
"Vanillylmandelic acid","3-Methoxy-4-hydroxymandelate","COC1=C(C=CC(=C1)C(C(=O)O)O)O",1245,"C9H10O5",198.0528234
"(-)-Epigallocatechin (EGC)","Flavan-3,3',4',5,5',7-hexol","C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O",1249,"C15H14O7",306.0739528
"9-Methyl-9-oxido-3-oxa-9-azatricyclo[3.3.1.0~2,4~]non-7-yl 3-hydroxy-2-phenylpropanoate","9-Methyl-9-oxido-3-oxa-9-azatricyclo[3.3.1.0~2,4~]non-7-yl 3-hydroxy-2-phenylpropanoate","C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)[O-]",1258,"C17H21NO5",319.1419728
"(-)-Scopolamine N-oxide","9-Methyl-9-oxido-3-oxa-9-azatricyclo[3.3.1.0~2,4~]non-7-yl 3-hydroxy-2-phenylpropanoate","C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)[O-]",1258,"C17H21NO5",319.1419728
"Dpcpx","Dpcpx","CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCCC3",1329,"C16H24N4O2",304.189926
"8-Cyclopentyl-1,3-dipropylxanthine","Dpcpx","CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3CCCC3",1329,"C16H24N4O2",304.189926
"1,5-Dihydroxyisoquinoline","1,5-Dihydroxyisoquinoline","C1=CC2=C(C=CNC2=O)C(=C1)O",1340,"C9H7NO2",161.0476785
"1,5-isoquinolinediol","1,5-Dihydroxyisoquinoline","C1=CC2=C(C=CNC2=O)C(=C1)O",1340,"C9H7NO2",161.0476785
"1-Methylimidazole",NA,"CN1C=CN=C1",1390,"C4H6N2",82.0530982
"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine","2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine","CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N",1530,"C13H12N4",224.1061964
"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine (PhIP)","2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine","CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N",1530,"C13H12N4",224.1061964
"2-Mercaptoethanol",NA,"C(CS)O",1567,"C2H6OS",78.01393598
"3,4-Methylenedioxymethamphetamine",NA,"CC(CC1=CC2=C(C=C1)OCO2)NC",1615,"C11H15NO2",193.1102787
"Meglutol","Meglutol","CC(CC(=O)O)(CC(=O)O)O",1662,"C6H10O5",162.0528234
"3-HYDROXYMETHYLGLUTARATE","Meglutol","CC(CC(=O)O)(CC(=O)O)O",1662,"C6H10O5",162.0528234
"3-Methoxytyramine","3-Methoxytyramine","COC1=C(C=CC(=C1)CCN)O",1669,"C9H13NO2",167.0946287
"Methoxytyramine","3-Methoxytyramine","COC1=C(C=CC(=C1)CCN)O",1669,"C9H13NO2",167.0946287
"Homovanillic Acid","Homovanillic Acid","COC1=C(C=CC(=C1)CC(=O)O)O",1738,"C9H10O4",182.0579088
"Homovanillate","Homovanillic Acid","COC1=C(C=CC(=C1)CC(=O)O)O",1738,"C9H10O4",182.0579088
